musher,bib,intime,indogs,outtime,outdogs,rest,enroute,prev,speed,checkName,inTime,outTime,prevTime,enrouteTime,restTime,dropDogs,rest24,cpOrder,finalOrder
Ryan Redington,7,3/6 21:14:00,12,3/7 23:16:00,11,26h 2m,8h 1m,3/6 13:13:00,5.99,McGrath,2018-03-06T21:14:00Z,2018-03-07T23:16:00Z,2018-03-06T13:13:00Z,481,1562,1,1,5,NA
Rob Cooke,10,3/7 19:46:00,16,3/8 00:25:00,16,4h 39m,7h 33m,3/7 12:13:00,6.36,McGrath,2018-03-07T19:46:00Z,2018-03-08T00:25:00Z,2018-03-07T12:13:00Z,453,279,0,0,52,NA
Robert Redington,34,3/7 00:26:00,13,3/8 01:34:00,13,25h 8m,7h 17m,3/6 17:09:00,6.59,McGrath,2018-03-07T00:26:00Z,2018-03-08T01:34:00Z,2018-03-06T17:09:00Z,437,1508,0,1,15,NA
Rick Casillo,9,3/7 01:07:00,14,3/8 03:05:00,13,25h 58m,7h 35m,3/6 17:32:00,6.33,McGrath,2018-03-07T01:07:00Z,2018-03-08T03:05:00Z,2018-03-06T17:32:00Z,455,1558,1,1,20,27
Katherine Keith,51,3/7 04:15:00,14,3/8 04:50:00,14,24h 35m,7h 51m,3/6 20:24:00,6.11,McGrath,2018-03-07T04:15:00Z,2018-03-08T04:50:00Z,2018-03-06T20:24:00Z,471,1475,0,1,32,26
Marcelle Fressineau,35,3/7 23:52:00,14,3/8 04:55:00,13,5h 3m,7h 2m,3/7 16:50:00,6.82,McGrath,2018-03-07T23:52:00Z,2018-03-08T04:55:00Z,2018-03-07T16:50:00Z,422,303,1,0,61,NA
Tim Muto,42,3/7 23:13:00,13,3/8 05:33:00,13,6h 20m,6h 1m,3/7 17:12:00,7.98,McGrath,2018-03-07T23:13:00Z,2018-03-08T05:33:00Z,2018-03-07T17:12:00Z,361,380,0,0,60,46
Steve Watkins,59,3/8 10:03:00,14,3/8 11:21:00,13,1h 18m,11h 4m,3/7 22:59:00,4.34,McGrath,2018-03-08T10:03:00Z,2018-03-08T11:21:00Z,2018-03-07T22:59:00Z,664,78,1,0,65,NA
Jeff Deeter,45,3/8 05:12:00,15,3/8 11:55:00,12,6h 43m,6h 17m,3/7 22:55:00,7.64,McGrath,2018-03-08T05:12:00Z,2018-03-08T11:55:00Z,2018-03-07T22:55:00Z,377,403,3,0,62,43
Noah Pereira,49,3/7 11:22:00,15,3/8 12:00:00,14,24h 38m,6h 16m,3/7 05:06:00,7.66,McGrath,2018-03-07T11:22:00Z,2018-03-08T12:00:00Z,2018-03-07T05:06:00Z,376,1478,1,1,44,31
Aaron Peck,50,3/7 11:30:00,14,3/8 12:54:00,14,25h 24m,6h 22m,3/7 05:08:00,7.54,McGrath,2018-03-07T11:30:00Z,2018-03-08T12:54:00Z,2018-03-07T05:08:00Z,382,1524,0,1,45,34
Alan Eischens,53,3/7 11:37:00,15,3/8 14:20:00,14,26h 43m,5h 59m,3/7 05:38:00,8.02,McGrath,2018-03-07T11:37:00Z,2018-03-08T14:20:00Z,2018-03-07T05:38:00Z,359,1603,1,1,46,NA
Andrew Nolan,56,3/7 15:47:00,13,3/8 16:56:00,13,25h 9m,7h 17m,3/7 08:30:00,6.59,McGrath,2018-03-07T15:47:00Z,2018-03-08T16:56:00Z,2018-03-07T08:30:00Z,437,1509,0,1,48,30
Lev Shvarts,22,3/7 16:54:00,16,3/8 18:26:00,16,25h 32m,7h 55m,3/7 08:59:00,6.06,McGrath,2018-03-07T16:54:00Z,2018-03-08T18:26:00Z,2018-03-07T08:59:00Z,475,1532,0,1,49,41
Meredith Mapes,16,3/7 18:37:00,14,3/8 20:37:00,13,26h 0m,6h 21m,3/7 12:16:00,7.56,McGrath,2018-03-07T18:37:00Z,2018-03-08T20:37:00Z,2018-03-07T12:16:00Z,381,1560,1,1,50,49
Peter Fleck,67,3/7 20:52:00,15,3/8 21:00:00,15,24h 8m,6h 12m,3/7 14:40:00,7.74,McGrath,2018-03-07T20:52:00Z,2018-03-08T21:00:00Z,2018-03-07T14:40:00Z,372,1448,0,1,55,42
Magnus Kaltenborn,6,3/7 19:41:00,16,3/8 21:45:00,16,26h 4m,6h 56m,3/7 12:45:00,6.92,McGrath,2018-03-07T19:41:00Z,2018-03-08T21:45:00Z,2018-03-07T12:45:00Z,416,1564,0,1,51,52
Scott White,62,3/7 21:29:00,14,3/8 21:55:00,12,24h 26m,6h 35m,3/7 14:54:00,7.29,McGrath,2018-03-07T21:29:00Z,2018-03-08T21:55:00Z,2018-03-07T14:54:00Z,395,1466,2,1,57,NA
Misha Wiljes,19,3/7 19:56:00,14,3/8 22:25:00,14,26h 29m,6h 24m,3/7 13:32:00,7.5,McGrath,2018-03-07T19:56:00Z,2018-03-08T22:25:00Z,2018-03-07T13:32:00Z,384,1589,0,1,53,45
Anja Radano,24,3/7 21:13:00,15,3/8 23:08:00,15,25h 55m,6h 36m,3/7 14:37:00,7.27,McGrath,2018-03-07T21:13:00Z,2018-03-08T23:08:00Z,2018-03-07T14:37:00Z,396,1555,0,1,56,51
Jason Stewart,66,3/7 23:10:00,15,3/9 00:31:00,15,25h 21m,6h 19m,3/7 16:51:00,7.6,McGrath,2018-03-07T23:10:00Z,2018-03-09T00:31:00Z,2018-03-07T16:51:00Z,379,1521,0,1,58,50
Tara Cicatello,44,3/8 06:54:00,13,3/9 08:40:00,13,25h 46m,7h 42m,3/7 23:12:00,6.23,McGrath,2018-03-08T06:54:00Z,2018-03-09T08:40:00Z,2018-03-07T23:12:00Z,462,1546,0,1,63,NA
Tom Schonberger,25,3/8 09:21:00,13,3/9 10:47:00,11,25h 26m,11h 6m,3/7 22:15:00,4.32,McGrath,2018-03-08T09:21:00Z,2018-03-09T10:47:00Z,2018-03-07T22:15:00Z,666,1526,2,1,64,NA
Joar Leifseth Ulsom,33,3/7 01:42:00,16,3/7 01:47:00,16,0h 5m,2h 36m,3/6 23:06:00,6.92,Takotna,2018-03-07T01:42:00Z,2018-03-07T01:47:00Z,2018-03-06T23:06:00Z,156,5,0,0,5,1
Hugh Neff,68,3/7 06:14:00,14,3/7 06:19:00,13,0h 5m,2h 45m,3/7 03:29:00,6.55,Takotna,2018-03-07T06:14:00Z,2018-03-07T06:19:00Z,2018-03-07T03:29:00Z,165,5,1,0,20,21
Ketil Reitan,54,3/7 07:36:00,14,3/7 07:39:00,14,0h 3m,2h 18m,3/7 05:18:00,7.83,Takotna,2018-03-07T07:36:00Z,2018-03-07T07:39:00Z,2018-03-07T05:18:00Z,138,3,0,0,21,14
Martin Buser,28,3/7 08:37:00,16,3/7 08:38:00,16,0h 1m,2h 29m,3/7 06:08:00,7.25,Takotna,2018-03-07T08:37:00Z,2018-03-07T08:38:00Z,2018-03-07T06:08:00Z,149,1,0,0,22,28
Tom Knolmayer,43,3/7 09:00:00,15,3/7 09:04:00,15,0h 4m,2h 28m,3/7 06:32:00,7.3,Takotna,2018-03-07T09:00:00Z,2018-03-07T09:04:00Z,2018-03-07T06:32:00Z,148,4,0,0,24,32
Jessie Holmes,41,3/7 05:29:00,15,3/7 09:57:00,15,4h 28m,2h 36m,3/7 02:53:00,6.92,Takotna,2018-03-07T05:29:00Z,2018-03-07T09:57:00Z,2018-03-07T02:53:00Z,156,268,0,0,17,7
Jeff King,40,3/7 10:30:00,15,3/7 10:40:00,15,0h 10m,2h 25m,3/7 08:05:00,7.45,Takotna,2018-03-07T10:30:00Z,2018-03-07T10:40:00Z,2018-03-07T08:05:00Z,145,10,0,0,26,24
Anna Berington,4,3/7 10:55:00,13,3/7 11:00:00,13,0h 5m,2h 25m,3/7 08:30:00,7.45,Takotna,2018-03-07T10:55:00Z,2018-03-07T11:00:00Z,2018-03-07T08:30:00Z,145,5,0,0,27,22
Lars Monsen,61,3/7 04:15:00,15,3/7 11:01:00,15,6h 46m,2h 42m,3/7 01:33:00,6.67,Takotna,2018-03-07T04:15:00Z,2018-03-07T11:01:00Z,2018-03-07T01:33:00Z,162,406,0,0,13,20
Larry Daugherty,14,3/7 08:48:00,15,3/7 13:48:00,15,5h 0m,2h 55m,3/7 05:53:00,6.17,Takotna,2018-03-07T08:48:00Z,2018-03-07T13:48:00Z,2018-03-07T05:53:00Z,175,300,0,0,23,40
Kristy Berington,20,3/7 15:00:00,15,3/7 15:05:00,15,0h 5m,2h 42m,3/7 12:18:00,6.67,Takotna,2018-03-07T15:00:00Z,2018-03-07T15:05:00Z,2018-03-07T12:18:00Z,162,5,0,0,33,36
Andy Pohl,12,3/7 15:12:00,15,3/7 15:12:00,15,0h 0m,2h 52m,3/7 12:20:00,6.28,Takotna,2018-03-07T15:12:00Z,2018-03-07T15:12:00Z,2018-03-07T12:20:00Z,172,0,0,0,34,37
Monica Zappa,48,3/7 21:23:00,15,3/7 21:35:00,15,0h 12m,2h 37m,3/7 18:46:00,6.88,Takotna,2018-03-07T21:23:00Z,2018-03-07T21:35:00Z,2018-03-07T18:46:00Z,157,12,0,0,37,38
Nicolas Petit,46,3/7 23:28:00,14,3/7 23:31:00,14,0h 3m,2h 7m,3/7 21:21:00,8.5,Takotna,2018-03-07T23:28:00Z,2018-03-07T23:31:00Z,2018-03-07T21:21:00Z,127,3,0,0,39,2
Mitch Seavey,13,3/6 21:45:00,13,3/7 23:35:00,13,25h 50m,2h 23m,3/6 19:22:00,7.55,Takotna,2018-03-06T21:45:00Z,2018-03-07T23:35:00Z,2018-03-06T19:22:00Z,143,1550,0,1,1,3
Aaron Burmeister,64,3/8 00:18:00,15,3/8 00:20:00,15,0h 2m,2h 31m,3/7 21:47:00,7.15,Takotna,2018-03-08T00:18:00Z,2018-03-08T00:20:00Z,2018-03-07T21:47:00Z,151,2,0,0,40,12
Wade Marrs,11,3/8 01:14:00,15,3/8 01:16:00,15,0h 2m,2h 18m,3/7 22:56:00,7.83,Takotna,2018-03-08T01:14:00Z,2018-03-08T01:16:00Z,2018-03-07T22:56:00Z,138,2,0,0,41,NA
Ray Redington Jr,17,3/7 00:18:00,15,3/8 02:00:00,15,25h 42m,2h 53m,3/6 21:25:00,6.24,Takotna,2018-03-07T00:18:00Z,2018-03-08T02:00:00Z,2018-03-06T21:25:00Z,173,1542,0,1,2,4
Ryan Redington,7,3/8 01:53:00,11,3/8 02:00:00,11,0h 7m,2h 37m,3/7 23:16:00,6.88,Takotna,2018-03-08T01:53:00Z,2018-03-08T02:00:00Z,2018-03-07T23:16:00Z,157,7,0,0,43,NA
Jessie Royer,36,3/7 01:12:00,14,3/8 02:16:00,14,25h 4m,2h 42m,3/6 22:30:00,6.67,Takotna,2018-03-07T01:12:00Z,2018-03-08T02:16:00Z,2018-03-06T22:30:00Z,162,1504,0,1,3,16
Aliy Zirkle,31,3/7 01:46:00,15,3/8 03:00:00,15,25h 14m,2h 53m,3/6 22:53:00,6.24,Takotna,2018-03-07T01:46:00Z,2018-03-08T03:00:00Z,2018-03-06T22:53:00Z,173,1514,0,1,6,15
Linwood Fiedler,8,3/7 01:18:00,15,3/8 03:26:00,15,26h 8m,2h 30m,3/6 22:48:00,7.2,Takotna,2018-03-07T01:18:00Z,2018-03-08T03:26:00Z,2018-03-06T22:48:00Z,150,1568,0,1,4,10
Richie Diehl,29,3/7 02:22:00,15,3/8 03:40:00,14,25h 18m,2h 36m,3/6 23:46:00,6.92,Takotna,2018-03-07T02:22:00Z,2018-03-08T03:40:00Z,2018-03-06T23:46:00Z,156,1518,1,1,7,6
Peter Kaiser,30,3/7 02:25:00,14,3/8 03:43:00,14,25h 18m,2h 39m,3/6 23:46:00,6.79,Takotna,2018-03-07T02:25:00Z,2018-03-08T03:43:00Z,2018-03-06T23:46:00Z,159,1518,0,1,8,5
Robert Redington,34,3/8 03:55:00,13,3/8 03:57:00,13,0h 2m,2h 21m,3/8 01:34:00,7.66,Takotna,2018-03-08T03:55:00Z,2018-03-08T03:57:00Z,2018-03-08T01:34:00Z,141,2,0,0,45,NA
Kelly Maixner,52,3/7 03:40:00,16,3/8 04:15:00,16,24h 35m,2h 50m,3/7 00:50:00,6.35,Takotna,2018-03-07T03:40:00Z,2018-03-08T04:15:00Z,2018-03-07T00:50:00Z,170,1475,0,1,11,17
Mats Pettersson,3,3/7 02:52:00,16,3/8 05:02:00,16,26h 10m,2h 30m,3/7 00:22:00,7.2,Takotna,2018-03-07T02:52:00Z,2018-03-08T05:02:00Z,2018-03-07T00:22:00Z,150,1570,0,1,9,18
Michelle Phillips,18,3/7 03:31:00,15,3/8 05:11:00,14,25h 40m,2h 31m,3/7 01:00:00,7.15,Takotna,2018-03-07T03:31:00Z,2018-03-08T05:11:00Z,2018-03-07T01:00:00Z,151,1540,1,1,10,19
Michi Konno,63,3/7 05:11:00,14,3/8 05:21:00,14,24h 10m,2h 20m,3/7 02:51:00,7.71,Takotna,2018-03-07T05:11:00Z,2018-03-08T05:21:00Z,2018-03-07T02:51:00Z,140,1450,0,1,15,23
Rick Casillo,9,3/8 05:25:00,13,3/8 05:27:00,13,0h 2m,2h 20m,3/8 03:05:00,7.71,Takotna,2018-03-08T05:25:00Z,2018-03-08T05:27:00Z,2018-03-08T03:05:00Z,140,2,0,0,46,27
Matt Hall,15,3/7 03:47:00,14,3/8 05:33:00,14,25h 46m,2h 42m,3/7 01:05:00,6.67,Takotna,2018-03-07T03:47:00Z,2018-03-08T05:33:00Z,2018-03-07T01:05:00Z,162,1546,0,1,12,11
Travis Beals,60,3/7 05:40:00,14,3/8 05:56:00,14,24h 16m,2h 24m,3/7 03:16:00,7.5,Takotna,2018-03-07T05:40:00Z,2018-03-08T05:56:00Z,2018-03-07T03:16:00Z,144,1456,0,1,19,9
Matthew Failor,55,3/7 05:38:00,16,3/8 06:04:00,16,24h 26m,2h 18m,3/7 03:20:00,7.83,Takotna,2018-03-07T05:38:00Z,2018-03-08T06:04:00Z,2018-03-07T03:20:00Z,138,1466,0,1,18,13
Ramey Smyth,21,3/7 04:37:00,16,3/8 06:11:00,16,25h 34m,2h 43m,3/7 01:54:00,6.63,Takotna,2018-03-07T04:37:00Z,2018-03-08T06:11:00Z,2018-03-07T01:54:00Z,163,1534,0,1,14,8
Katherine Keith,51,3/8 07:21:00,14,3/8 07:22:00,14,0h 1m,2h 31m,3/8 04:50:00,7.15,Takotna,2018-03-08T07:21:00Z,2018-03-08T07:22:00Z,2018-03-08T04:50:00Z,151,1,0,0,47,26
Cody Strathe,2,3/7 05:16:00,14,3/8 07:28:00,14,26h 12m,2h 25m,3/7 02:51:00,7.45,Takotna,2018-03-07T05:16:00Z,2018-03-08T07:28:00Z,2018-03-07T02:51:00Z,145,1572,0,1,16,29
"Michael Williams, Jr.",27,3/7 10:23:00,13,3/8 11:45:00,13,25h 22m,3h 30m,3/7 06:53:00,5.14,Takotna,2018-03-07T10:23:00Z,2018-03-08T11:45:00Z,2018-03-07T06:53:00Z,210,1522,0,1,25,25
Charley Bejna,38,3/7 11:11:00,15,3/8 12:13:00,14,25h 2m,2h 26m,3/7 08:45:00,7.4,Takotna,2018-03-07T11:11:00Z,2018-03-08T12:13:00Z,2018-03-07T08:45:00Z,146,1502,1,1,28,35
Jim Lanier,32,3/7 12:27:00,15,3/8 13:39:00,15,25h 12m,2h 42m,3/7 09:45:00,6.67,Takotna,2018-03-07T12:27:00Z,2018-03-08T13:39:00Z,2018-03-07T09:45:00Z,162,1512,0,1,29,NA
Jeff Deeter,45,3/8 14:10:00,12,3/8 14:12:00,12,0h 2m,2h 15m,3/8 11:55:00,8,Takotna,2018-03-08T14:10:00Z,2018-03-08T14:12:00Z,2018-03-08T11:55:00Z,135,2,0,0,51,43
Noah Pereira,49,3/8 14:13:00,14,3/8 14:14:00,14,0h 1m,2h 13m,3/8 12:00:00,8.12,Takotna,2018-03-08T14:13:00Z,2018-03-08T14:14:00Z,2018-03-08T12:00:00Z,133,1,0,0,52,31
Aaron Peck,50,3/8 15:06:00,14,3/8 15:09:00,14,0h 3m,2h 12m,3/8 12:54:00,8.18,Takotna,2018-03-08T15:06:00Z,2018-03-08T15:09:00Z,2018-03-08T12:54:00Z,132,3,0,0,53,34
Emily Maxwell,58,3/7 14:52:00,13,3/8 15:16:00,13,24h 24m,3h 8m,3/7 11:44:00,5.74,Takotna,2018-03-07T14:52:00Z,2018-03-08T15:16:00Z,2018-03-07T11:44:00Z,188,1464,0,1,32,33
Scott Janssen,23,3/7 13:42:00,15,3/8 15:32:00,15,25h 50m,3h 0m,3/7 10:42:00,6,Takotna,2018-03-07T13:42:00Z,2018-03-08T15:32:00Z,2018-03-07T10:42:00Z,180,1550,0,1,31,NA
Bradley Farquhar,65,3/7 15:30:00,12,3/8 15:41:00,11,24h 11m,3h 11m,3/7 12:19:00,5.65,Takotna,2018-03-07T15:30:00Z,2018-03-08T15:41:00Z,2018-03-07T12:19:00Z,191,1451,1,1,35,44
Alan Eischens,53,3/8 16:44:00,14,3/8 16:53:00,14,0h 9m,2h 24m,3/8 14:20:00,7.5,Takotna,2018-03-08T16:44:00Z,2018-03-08T16:53:00Z,2018-03-08T14:20:00Z,144,9,0,0,54,NA
Brett Bruggeman,37,3/7 13:36:00,15,3/8 17:45:00,15,28h 9m,2h 28m,3/7 11:08:00,7.3,Takotna,2018-03-07T13:36:00Z,2018-03-08T17:45:00Z,2018-03-07T11:08:00Z,148,1689,0,1,30,39
Allen Moore,26,3/7 17:25:00,14,3/8 18:50:00,13,25h 25m,3h 34m,3/7 13:51:00,5.05,Takotna,2018-03-07T17:25:00Z,2018-03-08T18:50:00Z,2018-03-07T13:51:00Z,214,1525,1,1,36,NA
Andrew Nolan,56,3/8 19:21:00,13,3/8 19:40:00,13,0h 19m,2h 25m,3/8 16:56:00,7.45,Takotna,2018-03-08T19:21:00Z,2018-03-08T19:40:00Z,2018-03-08T16:56:00Z,145,19,0,0,55,30
Lev Shvarts,22,3/8 20:51:00,16,3/8 20:54:00,16,0h 3m,2h 25m,3/8 18:26:00,7.45,Takotna,2018-03-08T20:51:00Z,2018-03-08T20:54:00Z,2018-03-08T18:26:00Z,145,3,0,0,56,41
Meredith Mapes,16,3/8 23:12:00,13,3/8 23:17:00,13,0h 5m,2h 35m,3/8 20:37:00,6.97,Takotna,2018-03-08T23:12:00Z,2018-03-08T23:17:00Z,2018-03-08T20:37:00Z,155,5,0,0,57,49
Peter Fleck,67,3/8 23:33:00,15,3/8 23:35:00,15,0h 2m,2h 33m,3/8 21:00:00,7.06,Takotna,2018-03-08T23:33:00Z,2018-03-08T23:35:00Z,2018-03-08T21:00:00Z,153,2,0,0,58,42
Magnus Kaltenborn,6,3/9 00:24:00,16,3/9 00:26:00,16,0h 2m,2h 39m,3/8 21:45:00,6.79,Takotna,2018-03-09T00:24:00Z,2018-03-09T00:26:00Z,2018-03-08T21:45:00Z,159,2,0,0,59,52
Scott White,62,3/9 00:35:00,12,3/9 00:42:00,10,0h 7m,2h 40m,3/8 21:55:00,6.75,Takotna,2018-03-09T00:35:00Z,2018-03-09T00:42:00Z,2018-03-08T21:55:00Z,160,7,2,0,60,NA
Shaynee Traska,5,3/7 23:12:00,15,3/9 01:18:00,15,26h 6m,2h 41m,3/7 20:31:00,6.71,Takotna,2018-03-07T23:12:00Z,2018-03-09T01:18:00Z,2018-03-07T20:31:00Z,161,1566,0,1,38,48
Anja Radano,24,3/9 01:49:00,15,3/9 01:52:00,15,0h 3m,2h 41m,3/8 23:08:00,6.71,Takotna,2018-03-09T01:49:00Z,2018-03-09T01:52:00Z,2018-03-08T23:08:00Z,161,3,0,0,62,51
Dave Delcourt,57,3/8 01:47:00,14,3/9 02:11:00,14,24h 24m,2h 35m,3/7 23:12:00,6.97,Takotna,2018-03-08T01:47:00Z,2018-03-09T02:11:00Z,2018-03-07T23:12:00Z,155,1464,0,1,42,47
Jason Stewart,66,3/9 02:58:00,15,3/9 03:01:00,15,0h 3m,2h 27m,3/9 00:31:00,7.35,Takotna,2018-03-09T02:58:00Z,2018-03-09T03:01:00Z,2018-03-09T00:31:00Z,147,3,0,0,63,50
Misha Wiljes,19,3/9 00:58:00,14,3/9 03:16:00,14,2h 18m,2h 33m,3/8 22:25:00,7.06,Takotna,2018-03-09T00:58:00Z,2018-03-09T03:16:00Z,2018-03-08T22:25:00Z,153,138,0,0,61,45
Rob Cooke,10,3/8 03:38:00,16,3/9 05:34:00,16,25h 56m,3h 13m,3/8 00:25:00,5.6,Takotna,2018-03-08T03:38:00Z,2018-03-09T05:34:00Z,2018-03-08T00:25:00Z,193,1556,0,1,44,NA
Tim Muto,42,3/8 07:48:00,13,3/9 08:40:00,13,24h 52m,2h 15m,3/8 05:33:00,8,Takotna,2018-03-08T07:48:00Z,2018-03-09T08:40:00Z,2018-03-08T05:33:00Z,135,1492,0,1,49,46
Marcelle Fressineau,35,3/8 07:38:00,13,3/9 08:47:00,13,25h 9m,2h 43m,3/8 04:55:00,6.63,Takotna,2018-03-08T07:38:00Z,2018-03-09T08:47:00Z,2018-03-08T04:55:00Z,163,1509,0,1,48,NA
Tara Cicatello,44,3/9 11:15:00,13,3/9 12:16:00,13,1h 1m,2h 35m,3/9 08:40:00,6.97,Takotna,2018-03-09T11:15:00Z,2018-03-09T12:16:00Z,2018-03-09T08:40:00Z,155,61,0,0,64,NA
Steve Watkins,59,3/8 13:08:00,13,3/9 14:36:00,13,25h 28m,1h 47m,3/8 11:21:00,10.09,Takotna,2018-03-08T13:08:00Z,2018-03-09T14:36:00Z,2018-03-08T11:21:00Z,107,1528,0,1,50,NA
Tom Schonberger,25,3/9 14:17:00,11,3/9 14:40:00,11,0h 23m,3h 30m,3/9 10:47:00,5.14,Takotna,2018-03-09T14:17:00Z,2018-03-09T14:40:00Z,2018-03-09T10:47:00Z,210,23,0,0,65,NA
Joar Leifseth Ulsom,33,3/7 04:42:00,16,3/7 04:52:00,16,0h 10m,2h 55m,3/7 01:47:00,7.89,Ophir,2018-03-07T04:42:00Z,2018-03-07T04:52:00Z,2018-03-07T01:47:00Z,175,10,0,0,1,1
Lars Monsen,61,3/7 13:58:00,15,3/7 14:05:00,15,0h 7m,2h 57m,3/7 11:01:00,7.8,Ophir,2018-03-07T13:58:00Z,2018-03-07T14:05:00Z,2018-03-07T11:01:00Z,177,7,0,0,8,20
Larry Daugherty,14,3/7 17:50:00,15,3/7 17:57:00,15,0h 7m,4h 2m,3/7 13:48:00,5.7,Ophir,2018-03-07T17:50:00Z,2018-03-07T17:57:00Z,2018-03-07T13:48:00Z,242,7,0,0,10,40
Jeff King,40,3/7 13:39:00,15,3/7 18:41:00,14,5h 2m,2h 59m,3/7 10:40:00,7.71,Ophir,2018-03-07T13:39:00Z,2018-03-07T18:41:00Z,2018-03-07T10:40:00Z,179,302,1,0,7,24
Mitch Seavey,13,3/8 02:06:00,13,3/8 02:12:00,13,0h 6m,2h 31m,3/7 23:35:00,9.14,Ophir,2018-03-08T02:06:00Z,2018-03-08T02:12:00Z,2018-03-07T23:35:00Z,151,6,0,0,14,3
Nicolas Petit,46,3/8 02:06:00,14,3/8 02:13:00,14,0h 7m,2h 35m,3/7 23:31:00,8.9,Ophir,2018-03-08T02:06:00Z,2018-03-08T02:13:00Z,2018-03-07T23:31:00Z,155,7,0,0,15,2
Aaron Burmeister,64,3/8 03:20:00,15,3/8 03:52:00,15,0h 32m,3h 0m,3/8 00:20:00,7.67,Ophir,2018-03-08T03:20:00Z,2018-03-08T03:52:00Z,2018-03-08T00:20:00Z,180,32,0,0,16,12
Ray Redington Jr,17,3/8 04:41:00,15,3/8 04:50:00,15,0h 9m,2h 41m,3/8 02:00:00,8.57,Ophir,2018-03-08T04:41:00Z,2018-03-08T04:50:00Z,2018-03-08T02:00:00Z,161,9,0,0,18,4
Jessie Royer,36,3/8 04:51:00,14,3/8 05:05:00,14,0h 14m,2h 35m,3/8 02:16:00,8.9,Ophir,2018-03-08T04:51:00Z,2018-03-08T05:05:00Z,2018-03-08T02:16:00Z,155,14,0,0,20,16
Aliy Zirkle,31,3/8 05:38:00,15,3/8 05:47:00,15,0h 9m,2h 38m,3/8 03:00:00,8.73,Ophir,2018-03-08T05:38:00Z,2018-03-08T05:47:00Z,2018-03-08T03:00:00Z,158,9,0,0,21,15
Linwood Fiedler,8,3/8 05:50:00,15,3/8 06:02:00,15,0h 12m,2h 24m,3/8 03:26:00,9.58,Ophir,2018-03-08T05:50:00Z,2018-03-08T06:02:00Z,2018-03-08T03:26:00Z,144,12,0,0,22,10
Peter Kaiser,30,3/8 06:00:00,14,3/8 06:05:00,14,0h 5m,2h 17m,3/8 03:43:00,10.07,Ophir,2018-03-08T06:00:00Z,2018-03-08T06:05:00Z,2018-03-08T03:43:00Z,137,5,0,0,23,5
Richie Diehl,29,3/8 06:04:00,14,3/8 06:06:00,14,0h 2m,2h 24m,3/8 03:40:00,9.58,Ophir,2018-03-08T06:04:00Z,2018-03-08T06:06:00Z,2018-03-08T03:40:00Z,144,2,0,0,24,6
Wade Marrs,11,3/8 03:53:00,15,3/8 06:41:00,14,2h 48m,2h 37m,3/8 01:16:00,8.79,Ophir,2018-03-08T03:53:00Z,2018-03-08T06:41:00Z,2018-03-08T01:16:00Z,157,168,1,0,17,NA
Kelly Maixner,52,3/8 06:41:00,16,3/8 06:57:00,16,0h 16m,2h 26m,3/8 04:15:00,9.45,Ophir,2018-03-08T06:41:00Z,2018-03-08T06:57:00Z,2018-03-08T04:15:00Z,146,16,0,0,26,17
Mats Pettersson,3,3/8 07:28:00,16,3/8 07:35:00,15,0h 7m,2h 26m,3/8 05:02:00,9.45,Ophir,2018-03-08T07:28:00Z,2018-03-08T07:35:00Z,2018-03-08T05:02:00Z,146,7,1,0,27,18
Michelle Phillips,18,3/8 07:33:00,14,3/8 07:38:00,14,0h 5m,2h 22m,3/8 05:11:00,9.72,Ophir,2018-03-08T07:33:00Z,2018-03-08T07:38:00Z,2018-03-08T05:11:00Z,142,5,0,0,28,19
Michi Konno,63,3/8 07:54:00,14,3/8 08:04:00,14,0h 10m,2h 33m,3/8 05:21:00,9.02,Ophir,2018-03-08T07:54:00Z,2018-03-08T08:04:00Z,2018-03-08T05:21:00Z,153,10,0,0,29,23
Matt Hall,15,3/8 08:02:00,14,3/8 08:08:00,14,0h 6m,2h 29m,3/8 05:33:00,9.26,Ophir,2018-03-08T08:02:00Z,2018-03-08T08:08:00Z,2018-03-08T05:33:00Z,149,6,0,0,30,11
Rick Casillo,9,3/8 08:03:00,13,3/8 08:17:00,13,0h 14m,2h 36m,3/8 05:27:00,8.85,Ophir,2018-03-08T08:03:00Z,2018-03-08T08:17:00Z,2018-03-08T05:27:00Z,156,14,0,0,31,27
Travis Beals,60,3/8 08:15:00,14,3/8 08:20:00,14,0h 5m,2h 19m,3/8 05:56:00,9.93,Ophir,2018-03-08T08:15:00Z,2018-03-08T08:20:00Z,2018-03-08T05:56:00Z,139,5,0,0,32,9
Matthew Failor,55,3/8 08:24:00,16,3/8 08:28:00,16,0h 4m,2h 20m,3/8 06:04:00,9.86,Ophir,2018-03-08T08:24:00Z,2018-03-08T08:28:00Z,2018-03-08T06:04:00Z,140,4,0,0,33,13
Ramey Smyth,21,3/8 08:49:00,16,3/8 08:54:00,16,0h 5m,2h 38m,3/8 06:11:00,8.73,Ophir,2018-03-08T08:49:00Z,2018-03-08T08:54:00Z,2018-03-08T06:11:00Z,158,5,0,0,34,8
Robert Redington,34,3/8 06:30:00,13,3/8 08:57:00,12,2h 27m,2h 33m,3/8 03:57:00,9.02,Ophir,2018-03-08T06:30:00Z,2018-03-08T08:57:00Z,2018-03-08T03:57:00Z,153,147,1,0,25,NA
Ryan Redington,7,3/8 04:48:00,11,3/8 09:05:00,11,4h 17m,2h 48m,3/8 02:00:00,8.21,Ophir,2018-03-08T04:48:00Z,2018-03-08T09:05:00Z,2018-03-08T02:00:00Z,168,257,0,0,19,NA
